"","Species","trait_name","standard_unit","Meanvalue"
"1540","Acropora gemmifera","Calcification rate","g cm ^-2 yr^-1",1.42
"1541","Acropora gemmifera","Coloniality","cat",NA
"1542","Acropora gemmifera","Colony area","cm^2",479.324985414723
"1543","Acropora gemmifera","Colony fecundity","mm^3",30705.1058064516
"1544","Acropora gemmifera","Colony shape factor","dimensionless",6.81773413483573
"1545","Acropora gemmifera","Corallite width maximum","mm",1.6
"1546","Acropora gemmifera","Corallite width minimum","mm",1
"1547","Acropora gemmifera","Depth lower","m",16
"1548","Acropora gemmifera","Depth upper","m",1
"1549","Acropora gemmifera","Distance from crest","m",36.5513347022587
"1550","Acropora gemmifera","Eastern-most range edge","deg",-106.58224067
"1551","Acropora gemmifera","Genus fossil age","mya",52.44
"1552","Acropora gemmifera","Genus fossil stage","cat",NA
"1553","Acropora gemmifera","Geographical region","cat",NA
"1554","Acropora gemmifera","Growth form Veron","cat",NA
"1555","Acropora gemmifera","Growth form typical","cat",NA
"1556","Acropora gemmifera","Growth rate","mm yr^-1",24
"1557","Acropora gemmifera","Habitat type","cat",NA
"1558","Acropora gemmifera","IUCN Red List category","cat",NA
"1559","Acropora gemmifera","Indo-Pacific faunal province","cat",NA
"1560","Acropora gemmifera","Life history strategy","cat",NA
"1561","Acropora gemmifera","Mode of larval development","cat",NA
"1562","Acropora gemmifera","Northern-most range edge","deg",34.91387621
"1563","Acropora gemmifera","Ocean basin","cat",NA
"1564","Acropora gemmifera","Polyp fecundity","units",6.448
"1565","Acropora gemmifera","Polyps per area","units cm^-2",126
"1566","Acropora gemmifera","Range size","km^2",59611099.49
"1567","Acropora gemmifera","Ratio of female to male gonads","x:y",1.22
"1568","Acropora gemmifera","Season","cat",NA
"1569","Acropora gemmifera","Sexual system","cat",NA
"1570","Acropora gemmifera","Size at maturity","cm^2",59.42921586
"1571","Acropora gemmifera","Skeletal density","g cm-3",1.47
"1572","Acropora gemmifera","Southern-most range edge","deg",-34.32757752
"1573","Acropora gemmifera","Species age phylogeny","mya",0.693789873065717
"1574","Acropora gemmifera","Substrate attachment","cat",NA
"1575","Acropora gemmifera","Symbiodinium clade","cat",NA
"1576","Acropora gemmifera","Symbiodinium subclade","cat",NA
"1577","Acropora gemmifera","Tissue thickness","mm",1.9
"1578","Acropora gemmifera","Water clarity preference","cat",NA
"1579","Acropora gemmifera","Water depth","cat",2
"1580","Acropora gemmifera","Water depth","m",1.84210526315789
"1581","Acropora gemmifera","Water temperature","ºC",29
"1582","Acropora gemmifera","Wave exposure","cat",NA
"1583","Acropora gemmifera","Wave exposure preference","cat",NA
"1584","Acropora gemmifera","Western-most range edge","deg",22.6129136
"1585","Acropora gemmifera","Year","cat",NA
"1586","Acropora gemmifera","Zooxanthellate","cat",NA
"1587","Acropora glauca","Abundance GBR","cat",NA
"1588","Acropora glauca","Abundance world","cat",NA
"1589","Acropora glauca","Coloniality","cat",NA
"1590","Acropora glauca","Corallite width maximum","mm",1.3
"1591","Acropora glauca","Corallite width minimum","mm",0.9
"1592","Acropora glauca","Depth lower","m",20
"1593","Acropora glauca","Depth upper","m",5
"1594","Acropora glauca","Eastern-most range edge","deg",-119.39537938
"1595","Acropora glauca","Genus fossil age","mya",52.44
"1596","Acropora glauca","Genus fossil stage","cat",NA
"1597","Acropora glauca","Geographical region","cat",NA
"1598","Acropora glauca","Growth form Veron","cat",NA
"1599","Acropora glauca","Growth form Wallace","cat",NA
"1600","Acropora glauca","Growth form typical","cat",NA
"1601","Acropora glauca","Growth outline type","cat",NA
"1602","Acropora glauca","IUCN Red List category","cat",NA
"1603","Acropora glauca","Indo-Pacific faunal province","cat",NA
"1604","Acropora glauca","Life history strategy","cat",NA
"1605","Acropora glauca","Mode of larval development","cat",NA
"1606","Acropora glauca","Northern-most range edge","deg",38.02649155
"1607","Acropora glauca","Ocean basin","cat",NA
"1608","Acropora glauca","Range size","km^2",36147467.51
"1609","Acropora glauca","Sexual system","cat",NA
"1610","Acropora glauca","Skeletal density","g cm-3",1.46
"1611","Acropora glauca","Skeletal micro-density","g cm-3",2.824
"1612","Acropora glauca","Southern-most range edge","deg",-35.02700971
"1613","Acropora glauca","Species age phylogeny","mya",0.316054933373932
"1614","Acropora glauca","Substrate attachment","cat",NA
"1615","Acropora glauca","Symbiodinium clade","cat",NA
"1616","Acropora glauca","Symbiodinium sp. in propagules","bin",NA
"1617","Acropora glauca","Symbiodinium subclade","cat",NA
"1618","Acropora glauca","Water clarity preference","cat",NA
"1619","Acropora glauca","Water depth","m",3.6
"1620","Acropora glauca","Wave exposure preference","cat",NA
"1621","Acropora glauca","Western-most range edge","deg",25.6587419
"1622","Acropora glauca","Zooxanthellate","cat",NA
"1623","Acropora globiceps","Abundance world","cat",NA
"1624","Acropora globiceps","Coloniality","cat",NA
"1625","Acropora globiceps","Corallite width maximum","mm",2.1
"1626","Acropora globiceps","Corallite width minimum","mm",1.2
"1627","Acropora globiceps","Depth lower","m",14
"1628","Acropora globiceps","Depth upper","m",0
"1629","Acropora globiceps","Eastern-most range edge","deg",-137.24139182
"1630","Acropora globiceps","Genus fossil age","mya",52.44
"1631","Acropora globiceps","Genus fossil stage","cat",NA
"1632","Acropora globiceps","Geographical region","cat",NA
"1633","Acropora globiceps","Growth form Veron","cat",NA
"1634","Acropora globiceps","Growth form Wallace","cat",NA
"1635","Acropora globiceps","Growth form typical","cat",NA
"1636","Acropora globiceps","Growth outline type","cat",NA
"1637","Acropora globiceps","IUCN Red List category","cat",NA
"1638","Acropora globiceps","Indo-Pacific faunal province","cat",NA
"1639","Acropora globiceps","Northern-most range edge","deg",29.22987627
"1640","Acropora globiceps","Ocean basin","cat",NA
"1641","Acropora globiceps","Range size","km^2",32105343.37
"1642","Acropora globiceps","Sexual system","cat",NA
"1643","Acropora globiceps","Southern-most range edge","deg",-24.68200187
"1644","Acropora globiceps","Species age phylogeny","mya",2.03575047328919
"1645","Acropora globiceps","Substrate attachment","cat",NA
"1646","Acropora globiceps","Water clarity preference","cat",NA
"1647","Acropora globiceps","Wave exposure preference","cat",NA
"1648","Acropora globiceps","Western-most range edge","deg",93.749034
"1649","Acropora globiceps","Zooxanthellate","cat",NA
"1650","Acropora gomezi","Abundance world","cat",NA
"1651","Acropora gomezi","Coloniality","cat",NA
"1652","Acropora gomezi","Eastern-most range edge","deg",133.56987234
"1653","Acropora gomezi","Genus fossil age","mya",52.44
"1654","Acropora gomezi","Genus fossil stage","cat",NA
"1655","Acropora gomezi","Geographical region","cat",NA
"1656","Acropora gomezi","Growth form Veron","cat",NA
"1657","Acropora gomezi","Growth form typical","cat",NA
"1658","Acropora gomezi","Growth rate","mm d^-1",0.08375
"1659","Acropora gomezi","Habitat type","cat",NA
"1660","Acropora gomezi","IUCN Red List category","cat",NA
"1661","Acropora gomezi","Indo-Pacific faunal province","cat",NA
"1662","Acropora gomezi","Northern-most range edge","deg",19.42299572
"1663","Acropora gomezi","Ocean basin","cat",NA
"1664","Acropora gomezi","Range size","km^2",6072023.988
"1665","Acropora gomezi","Season","cat",NA
"1666","Acropora gomezi","Southern-most range edge","deg",-11.82965376
"1667","Acropora gomezi","Species age phylogeny","mya",2.19787346085669
"1668","Acropora gomezi","Substrate attachment","cat",NA
"1669","Acropora gomezi","Water clarity preference","cat",NA
"1670","Acropora gomezi","Water depth","m",4.5
"1671","Acropora gomezi","Wave exposure preference","cat",NA
"1672","Acropora gomezi","Western-most range edge","deg",94.2199455
"1673","Acropora gomezi","Zooxanthellate","cat",NA
"1674","Acropora grandis","Abundance GBR","cat",NA
"1675","Acropora grandis","Abundance world","cat",NA
"1676","Acropora grandis","Coloniality","cat",NA
"1677","Acropora grandis","Colony maximum diameter","cm",450
"1678","Acropora grandis","Corallite width maximum","mm",1.7
"1679","Acropora grandis","Corallite width minimum","mm",0.8
"1680","Acropora grandis","Depth lower","m",23.5
"1681","Acropora grandis","Depth upper","m",5
"1682","Acropora grandis","Eastern-most range edge","deg",-169.528304021
"1683","Acropora grandis","Genus fossil age","mya",52.44
"1684","Acropora grandis","Genus fossil stage","cat",NA
"1685","Acropora grandis","Geographical region","cat",NA
"1686","Acropora grandis","Growth form Veron","cat",NA
"1687","Acropora grandis","Growth form Wallace","cat",NA
"1688","Acropora grandis","Growth form typical","cat",NA
"1689","Acropora grandis","Growth outline type","cat",NA
"1690","Acropora grandis","IUCN Red List category","cat",NA
"1691","Acropora grandis","Indo-Pacific faunal province","cat",NA
"1692","Acropora grandis","Life history strategy","cat",NA
"1693","Acropora grandis","Mode of larval development","cat",NA
"1694","Acropora grandis","Northern-most range edge","deg",31.19092189
"1695","Acropora grandis","Ocean basin","cat",NA
"1696","Acropora grandis","Range size","km^2",51130568.88
"1697","Acropora grandis","Sexual system","cat",NA
"1698","Acropora grandis","Southern-most range edge","deg",-32.85405513
"1699","Acropora grandis","Species age phylogeny","mya",2.17104827900871
"1700","Acropora grandis","Substrate attachment","cat",NA
"1701","Acropora grandis","Symbiodinium clade","cat",NA
"1702","Acropora grandis","Symbiodinium subclade","cat",NA
"1703","Acropora grandis","Water clarity preference","cat",NA
"1704","Acropora grandis","Water depth","m",4.66666666666667
"1705","Acropora grandis","Wave exposure preference","cat",NA
"1706","Acropora grandis","Western-most range edge","deg",30.9277
"1707","Acropora grandis","Zooxanthellate","cat",NA
"1708","Acropora granulosa","Abundance GBR","cat",NA
"1709","Acropora granulosa","Abundance world","cat",NA
"1710","Acropora granulosa","Coloniality","cat",NA
"1711","Acropora granulosa","Colony maximum diameter","cm",75
"1712","Acropora granulosa","Corallite width maximum","mm",0.9
"1713","Acropora granulosa","Corallite width minimum","mm",0.4
"1714","Acropora granulosa","Depth lower","m",47
"1715","Acropora granulosa","Depth upper","m",20
"1716","Acropora granulosa","Eastern-most range edge","deg",-133.08140659
"1717","Acropora granulosa","Genus fossil age","mya",52.44
"1718","Acropora granulosa","Genus fossil stage","cat",NA
"1719","Acropora granulosa","Geographical region","cat",NA
"1720","Acropora granulosa","Growth form Veron","cat",NA
"1721","Acropora granulosa","Growth form Wallace","cat",NA
"1722","Acropora granulosa","Growth form typical","cat",NA
"1723","Acropora granulosa","Growth outline type","cat",NA
"1724","Acropora granulosa","Growth rate","mm yr^-1",7.16
"1725","Acropora granulosa","IUCN Red List category","cat",NA
"1726","Acropora granulosa","Indo-Pacific faunal province","cat",NA
"1727","Acropora granulosa","Life history strategy","cat",NA
"1728","Acropora granulosa","Mode of larval development","cat",NA
"1729","Acropora granulosa","Northern-most range edge","deg",29.65543951
"1730","Acropora granulosa","Ocean basin","cat",NA
"1731","Acropora granulosa","Range size","km^2",52677407.315
"1732","Acropora granulosa","Sexual system","cat",NA
"1733","Acropora granulosa","Southern-most range edge","deg",-31.75708865
"1734","Acropora granulosa","Species age phylogeny","mya",0.865804445204572
"1735","Acropora granulosa","Substrate attachment","cat",NA
"1736","Acropora granulosa","Symbiodinium clade","cat",NA
"1737","Acropora granulosa","Symbiodinium subclade","cat",NA
"1738","Acropora granulosa","Water clarity preference","cat",NA
"1739","Acropora granulosa","Water depth","m",4.90909090909091
"1740","Acropora granulosa","Wave exposure preference","cat",NA
"1741","Acropora granulosa","Western-most range edge","deg",36.8747335
"1742","Acropora granulosa","Year","cat",1998
"1743","Acropora granulosa","Zooxanthellate","cat",NA
"1744","Acropora haimei","Abundance world","cat",NA
"1745","Acropora haimei","Coloniality","cat",NA
"1746","Acropora haimei","Depth lower","m",14
"1747","Acropora haimei","Depth upper","m",0.25
"1748","Acropora haimei","Eastern-most range edge","deg",57.533705
"1749","Acropora haimei","Genus fossil age","mya",52.44
"1750","Acropora haimei","Genus fossil stage","cat",NA
"1751","Acropora haimei","Geographical region","cat",NA
"1752","Acropora haimei","Growth form Veron","cat",NA
"1753","Acropora haimei","Growth form typical","cat",NA
"1754","Acropora haimei","IUCN Red List category","cat",NA
"1755","Acropora haimei","Indo-Pacific faunal province","cat",NA
"1756","Acropora haimei","Mode of larval development","cat",NA
"1757","Acropora haimei","Northern-most range edge","deg",30.79233259
"1758","Acropora haimei","Ocean basin","cat",NA
"1759","Acropora haimei","Range size","km^2",4515718.5985
"1760","Acropora haimei","Sexual system","cat",NA
"1761","Acropora haimei","Southern-most range edge","deg",-11.8249167
"1762","Acropora haimei","Species age phylogeny","mya",2.01626274845378
"1763","Acropora haimei","Substrate attachment","cat",NA
"1764","Acropora haimei","Water clarity preference","cat",NA
"1765","Acropora haimei","Wave exposure preference","cat",NA
"1766","Acropora haimei","Western-most range edge","deg",31.7302923
"1767","Acropora haimei","Zooxanthellate","cat",NA
"1768","Acropora halmaherae","Abundance world","cat",NA
"1769","Acropora halmaherae","Coloniality","cat",NA
"1770","Acropora halmaherae","Corallite width maximum","mm",0.9
"1771","Acropora halmaherae","Corallite width minimum","mm",0.6
"1772","Acropora halmaherae","Depth lower","m",22.5
"1773","Acropora halmaherae","Depth upper","m",10
"1774","Acropora halmaherae","Genus fossil age","mya",52.44
"1775","Acropora halmaherae","Genus fossil stage","cat",NA
"1776","Acropora halmaherae","Geographical region","cat",NA
"1777","Acropora halmaherae","Growth form Wallace","cat",NA
"1778","Acropora halmaherae","Growth outline type","cat",NA
"1779","Acropora halmaherae","IUCN Red List category","cat",NA
"1780","Acropora halmaherae","Ocean basin","cat",NA
"1781","Acropora halmaherae","Species age phylogeny","mya",1.30342097310416
"1782","Acropora halmaherae","Substrate attachment","cat",NA
"1783","Acropora halmaherae","Water clarity preference","cat",NA
"1784","Acropora halmaherae","Wave exposure preference","cat",NA
"1785","Acropora halmaherae","Zooxanthellate","cat",NA
"1786","Acropora hemprichii","Abundance world","cat",NA
"1787","Acropora hemprichii","Coloniality","cat",NA
"1788","Acropora hemprichii","Colony maximum diameter","cm",200
"1789","Acropora hemprichii","Corallite width maximum","mm",1.2
"1790","Acropora hemprichii","Corallite width minimum","mm",0.8
"1791","Acropora hemprichii","Depth lower","m",15
"1792","Acropora hemprichii","Depth upper","m",2.5
"1793","Acropora hemprichii","Downward flux of suspended particulate matter","mg cm^-2 day^-1",17.92825
"1794","Acropora hemprichii","Eastern-most range edge","deg",83.6037462
"1795","Acropora hemprichii","Genus fossil age","mya",52.44
"1796","Acropora hemprichii","Genus fossil stage","cat",NA
"1797","Acropora hemprichii","Geographical region","cat",NA
"1798","Acropora hemprichii","Growth form Veron","cat",NA
"1799","Acropora hemprichii","Growth form Wallace","cat",NA
"1800","Acropora hemprichii","Growth form typical","cat",NA
"1801","Acropora hemprichii","Growth outline type","cat",NA
"1802","Acropora hemprichii","Growth rate","mm per 3 months^-1",3.7
"1803","Acropora hemprichii","Growth rate","mm per 4 months^-1",1.3
"1804","Acropora hemprichii","Growth rate","mm per 6 months^-1",7.6
"1805","Acropora hemprichii","Growth rate","mm per 8 months^-1",4.6
"1806","Acropora hemprichii","Growth rate","mm yr^-1",8.294
"1807","Acropora hemprichii","IUCN Red List category","cat",NA
"1808","Acropora hemprichii","Indo-Pacific faunal province","cat",NA
"1809","Acropora hemprichii","Life history strategy","cat",NA
"1810","Acropora hemprichii","Mode of larval development","cat",NA
"1811","Acropora hemprichii","Nitrogen concentration","%",0.675022832
"1812","Acropora hemprichii","Northern-most range edge","deg",30.81195753
"1813","Acropora hemprichii","Ocean basin","cat",NA
"1814","Acropora hemprichii","Phosphorus concentration","%",0.2176038325
"1815","Acropora hemprichii","Range size","km^2",14652216.3565
"1816","Acropora hemprichii","Sample identifier","id",101.5
"1817","Acropora hemprichii","Season","cat",NA
"1818","Acropora hemprichii","Sexual system","cat",NA
"1819","Acropora hemprichii","Southern-most range edge","deg",-28.87492934
"1820","Acropora hemprichii","Species age phylogeny","mya",2.06933019315419
"1821","Acropora hemprichii","Substrate attachment","cat",NA
"1822","Acropora hemprichii","Water clarity preference","cat",NA
"1823","Acropora hemprichii","Water depth","m",6.83846153846154
"1824","Acropora hemprichii","Wave exposure preference","cat",NA
"1825","Acropora hemprichii","Western-most range edge","deg",31.3066643
"1826","Acropora hemprichii","Year","cat",NA
"1827","Acropora hemprichii","Zooxanthellate","cat",NA
"1828","Acropora hoeksemai","Abundance world","cat",NA
"1829","Acropora hoeksemai","Coloniality","cat",NA
"1830","Acropora hoeksemai","Colony maximum diameter","cm",333.333333333333
"1831","Acropora hoeksemai","Corallite width maximum","mm",1.1
"1832","Acropora hoeksemai","Corallite width minimum","mm",0.6
"1833","Acropora hoeksemai","Depth lower","m",21
"1834","Acropora hoeksemai","Depth upper","m",8
"1835","Acropora hoeksemai","Eastern-most range edge","deg",133.36479106
"1836","Acropora hoeksemai","Genus fossil age","mya",52.44
"1837","Acropora hoeksemai","Genus fossil stage","cat",NA
"1838","Acropora hoeksemai","Geographical region","cat",NA
"1839","Acropora hoeksemai","Growth form Veron","cat",NA
"1840","Acropora hoeksemai","Growth form Wallace","cat",NA
"1841","Acropora hoeksemai","Growth form typical","cat",NA
"1842","Acropora hoeksemai","Growth outline type","cat",NA
"1843","Acropora hoeksemai","IUCN Red List category","cat",NA
"1844","Acropora hoeksemai","Indo-Pacific faunal province","cat",NA
"1845","Acropora hoeksemai","Northern-most range edge","deg",20.1010279
"1846","Acropora hoeksemai","Ocean basin","cat",NA
"1847","Acropora hoeksemai","Range size","km^2",7973226.1195
"1848","Acropora hoeksemai","Southern-most range edge","deg",-11.59157779
"1849","Acropora hoeksemai","Species age phylogeny","mya",0.900913203624174
"1850","Acropora hoeksemai","Substrate attachment","cat",NA
"1851","Acropora hoeksemai","Water clarity preference","cat",NA
"1852","Acropora hoeksemai","Wave exposure preference","cat",NA
"1853","Acropora hoeksemai","Western-most range edge","deg",93.749034
"1854","Acropora hoeksemai","Zooxanthellate","cat",NA
"1855","Acropora horrida","Abundance GBR","cat",NA
"1856","Acropora horrida","Abundance world","cat",NA
"1857","Acropora horrida","Coloniality","cat",NA
"1858","Acropora horrida","Colony maximum diameter","cm",200
"1859","Acropora horrida","Corallite width maximum","mm",1.5
"1860","Acropora horrida","Corallite width minimum","mm",0.6
"1861","Acropora horrida","Depth lower","m",26.75
"1862","Acropora horrida","Depth upper","m",6.5
"1863","Acropora horrida","Eastern-most range edge","deg",-138.2249455
"1864","Acropora horrida","Genus fossil age","mya",52.44
"1865","Acropora horrida","Genus fossil stage","cat",NA
"1866","Acropora horrida","Geographical region","cat",NA
"1867","Acropora horrida","Growth form Veron","cat",NA
"1868","Acropora horrida","Growth form Wallace","cat",NA
"1869","Acropora horrida","Growth form typical","cat",NA
"1870","Acropora horrida","Growth outline type","cat",NA
"1871","Acropora horrida","IUCN Red List category","cat",NA
"1872","Acropora horrida","Indo-Pacific faunal province","cat",NA
"1873","Acropora horrida","Life history strategy","cat",NA
"1874","Acropora horrida","Mode of larval development","cat",NA
"1875","Acropora horrida","Northern-most range edge","deg",31.33912402
"1876","Acropora horrida","Ocean basin","cat",NA
"1877","Acropora horrida","Range size","km^2",63786566.725
"1878","Acropora horrida","Sexual system","cat",NA
"1879","Acropora horrida","Skeletal density","g cm-3",0.86
"1880","Acropora horrida","Skeletal micro-density","g cm-3",2.873
"1881","Acropora horrida","Southern-most range edge","deg",-34.35389682
"1882","Acropora horrida","Species age phylogeny","mya",2.03916998081564
"1883","Acropora horrida","Substrate attachment","cat",NA
"1884","Acropora horrida","Symbiodinium clade","cat",NA
"1885","Acropora horrida","Symbiodinium subclade","cat",NA
"1886","Acropora horrida","Water clarity preference","cat",NA
"1887","Acropora horrida","Water depth","m",3.1
"1888","Acropora horrida","Wave exposure preference","cat",NA
"1889","Acropora horrida","Western-most range edge","deg",24.9157011
"1890","Acropora horrida","Zooxanthellate","cat",NA
"1891","Acropora humilis","Abundance GBR","cat",NA
"1892","Acropora humilis","Abundance world","cat",NA
"1893","Acropora humilis","Coloniality","cat",NA
"1894","Acropora humilis","Colony bleached","bin",NA
"1895","Acropora humilis","Corallite width maximum","mm",1.8
"1896","Acropora humilis","Corallite width minimum","mm",1
"1897","Acropora humilis","Depth lower","m",12.8
"1898","Acropora humilis","Depth upper","m",1.5
"1899","Acropora humilis","Eastern-most range edge","deg",-138.6193312
"1900","Acropora humilis","Genus fossil age","mya",52.44
"1901","Acropora humilis","Genus fossil stage","cat",NA
"1902","Acropora humilis","Geographical region","cat",NA
"1903","Acropora humilis","Growth form Veron","cat",NA
"1904","Acropora humilis","Growth form Wallace","cat",NA
"1905","Acropora humilis","Growth form typical","cat",NA
"1906","Acropora humilis","Growth outline type","cat",NA
"1907","Acropora humilis","Growth rate","mm yr^-1",20.2166666666667
"1908","Acropora humilis","Habitat type","cat",NA
"1909","Acropora humilis","IUCN Red List category","cat",NA
"1910","Acropora humilis","Indo-Pacific faunal province","cat",NA
"1911","Acropora humilis","Life history strategy","cat",NA
"1912","Acropora humilis","Mode of larval development","cat",NA
"1913","Acropora humilis","Nitrogen concentration","%",1.01782225577778
"1914","Acropora humilis","Northern-most range edge","deg",31.12454292
"1915","Acropora humilis","Ocean basin","cat",NA
"1916","Acropora humilis","Oocyte size at maturity","µm",507
"1917","Acropora humilis","Phosphorus concentration","%",0.185577051
"1918","Acropora humilis","Range size","km^2",68708933.785
"1919","Acropora humilis","Sample identifier","id",47.1111111111111
"1920","Acropora humilis","Season","cat",NA
"1921","Acropora humilis","Sexual system","cat",NA
"1922","Acropora humilis","Skeletal density","g cm-3",1.44538461538462
"1923","Acropora humilis","Southern-most range edge","deg",-35.36103205
"1924","Acropora humilis","Species age phylogeny","mya",2.03575047328919
"1925","Acropora humilis","Substrate attachment","cat",NA
"1926","Acropora humilis","Symbiodinium clade","cat",NA
"1927","Acropora humilis","Symbiodinium density","units cm^-2",1950000
"1928","Acropora humilis","Symbiodinium subclade","cat",NA
"1929","Acropora humilis","Water clarity preference","cat",NA
"1930","Acropora humilis","Water depth","m",3.43026315789474
"1931","Acropora humilis","Water temperature","ºC",26.3333333333333
"1932","Acropora humilis","Wave exposure","cat",NA
"1933","Acropora humilis","Wave exposure preference","cat",NA
"1934","Acropora humilis","Western-most range edge","deg",23.8186105
"1935","Acropora humilis","Year","cat",1976
"1936","Acropora humilis","Zooxanthellate","cat",NA
"1937","Acropora hyacinthus","Abundance GBR","cat",NA
"1938","Acropora hyacinthus","Abundance world","cat",NA
"1939","Acropora hyacinthus","Calcification rate","µm cm^-2 h^-1",0.08
"1940","Acropora hyacinthus","Coloniality","cat",NA
"1941","Acropora hyacinthus","Colony area","cm^2",1322.88735627171
"1942","Acropora hyacinthus","Colony fecundity","mm^3",92932.0315045564
"1943","Acropora hyacinthus","Colony maximum diameter","cm",300
"1944","Acropora hyacinthus","Colony shape factor","dimensionless",20.5445981144597
"1945","Acropora hyacinthus","Corallite width maximum","mm",1.1
"1946","Acropora hyacinthus","Corallite width minimum","mm",0.4
"1947","Acropora hyacinthus","Depth lower","m",20
"1948","Acropora hyacinthus","Depth upper","m",2.5
"1949","Acropora hyacinthus","Distance from crest","m",25.3633064516129
"1950","Acropora hyacinthus","Eastern-most range edge","deg",-104.30077687
"1951","Acropora hyacinthus","Flow rate","ml min^-1",20
"1952","Acropora hyacinthus","Genus fossil age","mya",52.44
"1953","Acropora hyacinthus","Genus fossil stage","cat",NA
"1954","Acropora hyacinthus","Geographical region","cat",NA
"1955","Acropora hyacinthus","Growth form Veron","cat",NA
"1956","Acropora hyacinthus","Growth form Wallace","cat",NA
"1957","Acropora hyacinthus","Growth form typical","cat",NA
"1958","Acropora hyacinthus","Growth outline type","cat",NA
"1959","Acropora hyacinthus","Growth rate","mm yr^-1",80.6333333333333
"1960","Acropora hyacinthus","Habitat type","cat",NA
"1961","Acropora hyacinthus","IUCN Red List category","cat",NA
"1962","Acropora hyacinthus","Indo-Pacific faunal province","cat",NA
"1963","Acropora hyacinthus","Irradiance","µmol quanta m^-2 s^-1",389
"1964","Acropora hyacinthus","Life history strategy","cat",NA
"1965","Acropora hyacinthus","Mitotic index","%",1.19
"1966","Acropora hyacinthus","Mode of larval development","cat",NA
"1967","Acropora hyacinthus","Nitrogen concentration","%",0.8227059932
"1968","Acropora hyacinthus","Northern-most range edge","deg",38.84118034
"1969","Acropora hyacinthus","Ocean basin","cat",NA
"1970","Acropora hyacinthus","Oocyte size at maturity","µm",484
"1971","Acropora hyacinthus","Phosphorus concentration","%",0.167075614428571
"1972","Acropora hyacinthus","Polyp fecundity","units",5.576
"1973","Acropora hyacinthus","Polyps per area","units cm^-2",112
"1974","Acropora hyacinthus","RNA:DNA ratio","x:y",1.088102245
"1975","Acropora hyacinthus","Range size","km^2",77111234.445
"1976","Acropora hyacinthus","Ratio of female to male gonads","x:y",1.47
"1977","Acropora hyacinthus","Sample identifier","id",95.5714285714286
"1978","Acropora hyacinthus","Season","cat",2004
"1979","Acropora hyacinthus","Sexual system","cat",NA
"1980","Acropora hyacinthus","Skeletal density","g cm-3",1.28
"1981","Acropora hyacinthus","Southern-most range edge","deg",-35.55462518
"1982","Acropora hyacinthus","Species age phylogeny","mya",0.588742378677986
"1983","Acropora hyacinthus","Substrate attachment","cat",NA
"1984","Acropora hyacinthus","Symbiodinium clade","cat",NA
"1985","Acropora hyacinthus","Symbiodinium density","units cm^-2",49073333.3333333
"1986","Acropora hyacinthus","Symbiodinium subclade","cat",NA
"1987","Acropora hyacinthus","Water clarity preference","cat",NA
"1988","Acropora hyacinthus","Water depth","cat",2
"1989","Acropora hyacinthus","Water depth","m",3.43977272727273
"1990","Acropora hyacinthus","Water temperature","ºC",27.6666666666667
"1991","Acropora hyacinthus","Wave exposure","cat",NA
"1992","Acropora hyacinthus","Wave exposure preference","cat",NA
"1993","Acropora hyacinthus","Western-most range edge","deg",25.4743655
"1994","Acropora hyacinthus","Zooxanthellate","cat",NA
"1995","Acropora indonesia","Abundance world","cat",NA
"1996","Acropora indonesia","Coloniality","cat",NA
"1997","Acropora indonesia","Colony maximum diameter","cm",100
"1998","Acropora indonesia","Corallite width maximum","mm",1
"1999","Acropora indonesia","Corallite width minimum","mm",0.6
"2000","Acropora indonesia","Depth lower","m",23
"2001","Acropora indonesia","Depth upper","m",10
"2002","Acropora indonesia","Eastern-most range edge","deg",154.20612414
"2003","Acropora indonesia","Genus fossil age","mya",52.44
"2004","Acropora indonesia","Genus fossil stage","cat",NA
"2005","Acropora indonesia","Geographical region","cat",NA
"2006","Acropora indonesia","Growth form Veron","cat",NA
"2007","Acropora indonesia","Growth form Wallace","cat",NA
"2008","Acropora indonesia","Growth form typical","cat",NA
"2009","Acropora indonesia","Growth outline type","cat",NA
"2010","Acropora indonesia","IUCN Red List category","cat",NA
"2011","Acropora indonesia","Indo-Pacific faunal province","cat",NA
"2012","Acropora indonesia","Northern-most range edge","deg",20.44551274
"2013","Acropora indonesia","Ocean basin","cat",NA
"2014","Acropora indonesia","Range size","km^2",8840549.138
"2015","Acropora indonesia","Southern-most range edge","deg",-11.76382021
"2016","Acropora indonesia","Species age phylogeny","mya",1.24690789613032
"2017","Acropora indonesia","Substrate attachment","cat",NA
"2018","Acropora indonesia","Water clarity preference","cat",NA
"2019","Acropora indonesia","Wave exposure preference","cat",NA
"2020","Acropora indonesia","Western-most range edge","deg",93.5767915
"2021","Acropora indonesia","Zooxanthellate","cat",NA
"2022","Acropora inermis","Abundance world","cat",NA
"2023","Acropora inermis","Coloniality","cat",NA
"2024","Acropora inermis","Depth lower","m",25
"2025","Acropora inermis","Depth upper","m",0.5
"2026","Acropora inermis","Eastern-most range edge","deg",-137.22159224
"2027","Acropora inermis","Genus fossil age","mya",52.44
"2028","Acropora inermis","Genus fossil stage","cat",NA
"2029","Acropora inermis","Geographical region","cat",NA
"2030","Acropora inermis","Growth form Veron","cat",NA
"2031","Acropora inermis","Growth form typical","cat",NA
"2032","Acropora inermis","IUCN Red List category","cat",NA
"2033","Acropora inermis","Indo-Pacific faunal province","cat",NA
