observation_id,access,user_id,specie_id,specie_name,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
138028,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179309,151,Season,10,cat,,,Nov,raw_value,,,,,
138028,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179310,155,Colony area,57,cm^2,,,3073.972656,raw_value,,,,,data from Figure 5a
138028,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179311,216,Colony fecundity,77,mm^3,,,266378.0097,raw_value,,,,,data from Figure 5a
138000,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179167,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138000,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179168,143,Water depth,9,m,,,2,median,1,range,3,,
138000,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179169,151,Season,10,cat,,,Nov,raw_value,,,,,
138000,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179170,155,Colony area,57,cm^2,,,68.81767565,raw_value,,,,,data from Figure 5a
138000,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179171,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
137999,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179162,142,Habitat type,10,cat,,,crest,raw_value,,,,,
137999,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179163,143,Water depth,9,m,,,2,median,1,range,3,,
137999,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179164,151,Season,10,cat,,,Nov,raw_value,,,,,
137999,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179165,155,Colony area,57,cm^2,,,58.58683001,raw_value,,,,,data from Figure 5a
137999,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179166,216,Colony fecundity,77,mm^3,,,2331.920826,raw_value,,,,,data from Figure 5a
137998,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179157,142,Habitat type,10,cat,,,crest,raw_value,,,,,
137998,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179158,143,Water depth,9,m,,,2,median,1,range,3,,
137998,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179159,151,Season,10,cat,,,Nov,raw_value,,,,,
137998,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179160,155,Colony area,57,cm^2,,,38.33540008,raw_value,,,,,data from Figure 5a
137998,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179161,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
137996,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179147,142,Habitat type,10,cat,,,crest,raw_value,,,,,
137996,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179148,143,Water depth,9,m,,,2,median,1,range,3,,
137996,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179149,151,Season,10,cat,,,Nov,raw_value,,,,,
137996,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179150,155,Colony area,57,cm^2,,,32.5836701,raw_value,,,,,data from Figure 5a
137996,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179151,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
137997,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179152,142,Habitat type,10,cat,,,crest,raw_value,,,,,
137997,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179153,143,Water depth,9,m,,,2,median,1,range,3,,
137997,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179154,151,Season,10,cat,,,Nov,raw_value,,,,,
137997,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179155,155,Colony area,57,cm^2,,,35.14795001,raw_value,,,,,data from Figure 5a
137997,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179156,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138005,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179192,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138005,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179193,143,Water depth,9,m,,,2,median,1,range,3,,
138005,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179194,151,Season,10,cat,,,Nov,raw_value,,,,,
138005,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179195,155,Colony area,57,cm^2,,,143.9792808,raw_value,,,,,data from Figure 5a
138005,1,9,80,Acropora hyacinthus,178,Lizard Island,-14.6689,145.4594,192,,179196,216,Colony fecundity,77,mm^3,,,2847.393592,raw_value,,,,,data from Figure 5a
138082,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179577,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138082,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179578,143,Water depth,9,m,,,2,median,1,range,3,,
138082,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179579,151,Season,10,cat,,,Nov,raw_value,,,,,
138082,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179580,155,Colony area,57,cm^2,,,592.5158877,raw_value,,,,,data from Figure 5c
138082,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179581,216,Colony fecundity,77,mm^3,,,17876.22063,raw_value,,,,,data from Figure 5a
138056,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179447,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138056,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179448,143,Water depth,9,m,,,2,median,1,range,3,,
138056,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179449,151,Season,10,cat,,,Nov,raw_value,,,,,
138056,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179450,155,Colony area,57,cm^2,,,12.70281578,raw_value,,,,,data from Figure 5c
138056,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179451,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138057,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179452,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138057,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179453,143,Water depth,9,m,,,2,median,1,range,3,,
138057,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179454,151,Season,10,cat,,,Nov,raw_value,,,,,
138057,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179455,155,Colony area,57,cm^2,,,16.69552192,raw_value,,,,,data from Figure 5c
138057,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179456,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138058,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179457,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138058,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179458,143,Water depth,9,m,,,2,median,1,range,3,,
138058,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179459,151,Season,10,cat,,,Nov,raw_value,,,,,
138058,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179460,155,Colony area,57,cm^2,,,19.89756811,raw_value,,,,,data from Figure 5c
138058,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179461,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138059,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179462,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138059,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179463,143,Water depth,9,m,,,2,median,1,range,3,,
138059,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179464,151,Season,10,cat,,,Nov,raw_value,,,,,
138059,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179465,155,Colony area,57,cm^2,,,22.64122914,raw_value,,,,,data from Figure 5c
138059,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179466,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138060,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179467,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138060,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179468,143,Water depth,9,m,,,2,median,1,range,3,,
138060,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179469,151,Season,10,cat,,,Nov,raw_value,,,,,
138060,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179470,155,Colony area,57,cm^2,,,27.99625883,raw_value,,,,,data from Figure 5c
138060,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179471,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138061,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179472,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138061,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179473,143,Water depth,9,m,,,2,median,1,range,3,,
138061,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179474,151,Season,10,cat,,,Nov,raw_value,,,,,
138061,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179475,155,Colony area,57,cm^2,,,33.84542719,raw_value,,,,,data from Figure 5c
138061,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179476,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138062,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179477,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138062,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179478,143,Water depth,9,m,,,2,median,1,range,3,,
138062,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179479,151,Season,10,cat,,,Nov,raw_value,,,,,
138062,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179480,155,Colony area,57,cm^2,,,39.13812356,raw_value,,,,,data from Figure 5c
138062,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179481,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138063,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179482,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138063,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179483,143,Water depth,9,m,,,2,median,1,range,3,,
138063,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179484,151,Season,10,cat,,,Nov,raw_value,,,,,
138063,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179485,155,Colony area,57,cm^2,,,45.3106195,raw_value,,,,,data from Figure 5c
138063,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179486,216,Colony fecundity,77,mm^3,,,139.6047524,raw_value,,,,,data from Figure 5a
138064,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179487,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138064,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179488,143,Water depth,9,m,,,2,median,1,range,3,,
138064,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179489,151,Season,10,cat,,,Nov,raw_value,,,,,
138064,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179490,155,Colony area,57,cm^2,,,76.91304403,raw_value,,,,,data from Figure 5c
138064,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179491,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138065,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179492,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138065,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179493,143,Water depth,9,m,,,2,median,1,range,3,,
138065,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179494,151,Season,10,cat,,,Nov,raw_value,,,,,
138065,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179495,155,Colony area,57,cm^2,,,93.73461501,raw_value,,,,,data from Figure 5c
138065,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179496,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138066,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179497,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138066,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179498,143,Water depth,9,m,,,2,median,1,range,3,,
138066,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179499,151,Season,10,cat,,,Nov,raw_value,,,,,
138066,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179500,155,Colony area,57,cm^2,,,110.7898565,raw_value,,,,,data from Figure 5c
138066,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179501,216,Colony fecundity,77,mm^3,,,0,raw_value,,,,,data from Figure 5a
138067,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179502,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138067,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179503,143,Water depth,9,m,,,2,median,1,range,3,,
138067,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179504,151,Season,10,cat,,,Nov,raw_value,,,,,
138067,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179505,155,Colony area,57,cm^2,,,118.249687,raw_value,,,,,data from Figure 5c
138067,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179506,216,Colony fecundity,77,mm^3,,,6633.374758,raw_value,,,,,data from Figure 5a
138070,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179517,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138070,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179518,143,Water depth,9,m,,,2,median,1,range,3,,
138070,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179519,151,Season,10,cat,,,Nov,raw_value,,,,,
138070,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179520,155,Colony area,57,cm^2,,,150.6607066,raw_value,,,,,data from Figure 5c
138070,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179521,216,Colony fecundity,77,mm^3,,,5872.540937,raw_value,,,,,data from Figure 5a
138077,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179552,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138077,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179553,143,Water depth,9,m,,,2,median,1,range,3,,
138077,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179554,151,Season,10,cat,,,Nov,raw_value,,,,,
138077,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179555,155,Colony area,57,cm^2,,,356.4511334,raw_value,,,,,data from Figure 5c
138077,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179556,216,Colony fecundity,77,mm^3,,,20140.8798,raw_value,,,,,data from Figure 5a
138078,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179557,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138078,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179558,143,Water depth,9,m,,,2,median,1,range,3,,
138078,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179559,151,Season,10,cat,,,Nov,raw_value,,,,,
138078,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179560,155,Colony area,57,cm^2,,,424.3263484,raw_value,,,,,data from Figure 5c
138078,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179561,216,Colony fecundity,77,mm^3,,,19194.52524,raw_value,,,,,data from Figure 5a
138079,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179562,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138079,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179563,143,Water depth,9,m,,,2,median,1,range,3,,
138079,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179564,151,Season,10,cat,,,Nov,raw_value,,,,,
138079,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179565,155,Colony area,57,cm^2,,,452.1681832,raw_value,,,,,data from Figure 5c
138079,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179566,216,Colony fecundity,77,mm^3,,,26563.39932,raw_value,,,,,data from Figure 5a
138081,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179572,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138081,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179573,143,Water depth,9,m,,,2,median,1,range,3,,
138081,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179574,151,Season,10,cat,,,Nov,raw_value,,,,,
138081,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179575,155,Colony area,57,cm^2,,,513.0976198,raw_value,,,,,data from Figure 5c
138081,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179576,216,Colony fecundity,77,mm^3,,,18757.58174,raw_value,,,,,data from Figure 5a
138084,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179587,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138084,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179588,143,Water depth,9,m,,,2,median,1,range,3,,
138084,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179589,151,Season,10,cat,,,Nov,raw_value,,,,,
138084,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179590,155,Colony area,57,cm^2,,,708.5981269,raw_value,,,,,data from Figure 5c
138084,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179591,216,Colony fecundity,77,mm^3,,,29504.29764,raw_value,,,,,data from Figure 5a
138085,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179592,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138085,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179593,143,Water depth,9,m,,,2,median,1,range,3,,
138085,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179594,151,Season,10,cat,,,Nov,raw_value,,,,,
138085,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179595,155,Colony area,57,cm^2,,,1229.985524,raw_value,,,,,data from Figure 5c
138085,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179596,216,Colony fecundity,77,mm^3,,,50140.8092,raw_value,,,,,data from Figure 5a
138086,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179597,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138086,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179598,143,Water depth,9,m,,,2,median,1,range,3,,
138086,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179599,151,Season,10,cat,,,Nov,raw_value,,,,,
138086,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179600,155,Colony area,57,cm^2,,,1360.191323,raw_value,,,,,data from Figure 5c
138086,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179601,216,Colony fecundity,77,mm^3,,,62833.7657,raw_value,,,,,data from Figure 5a
138087,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179602,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138087,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179603,143,Water depth,9,m,,,2,median,1,range,3,,
138087,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179604,151,Season,10,cat,,,Nov,raw_value,,,,,
138087,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179605,155,Colony area,57,cm^2,,,1597.717529,raw_value,,,,,data from Figure 5c
138087,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179606,216,Colony fecundity,77,mm^3,,,73096.07519,raw_value,,,,,data from Figure 5a
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180515,12,Polyp fecundity,6,units,,,5.139,raw_value,0.145,standard_error,,,
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180516,46,Size at maturity,57,cm^2,,,45.3106195,raw_value,,,,,"We follow a different definition than the one in the resource paper. The colony diameter at which a coral is observed to start producing gametes and reproducing, instead of the size in which all colonies are reproducing."
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180517,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180518,143,Water depth,9,m,,,2,median,1,range,3,,
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180519,148,Polyps per area,47,units cm^-2,,,87,mean,5.3,standard_error,,,Counts
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180520,151,Season,10,cat,,,Nov,raw_value,,,,,
138269,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,180521,212,Ratio of female to male gonads,66,x:y,,,1.1,mean,0.11,standard_error,,,
138088,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179607,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138088,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179608,143,Water depth,9,m,,,2,median,1,range,3,,
138088,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179609,151,Season,10,cat,,,Nov,raw_value,,,,,
138088,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179610,155,Colony area,57,cm^2,,,2282.443312,raw_value,,,,,data from Figure 5c
138088,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179611,216,Colony fecundity,77,mm^3,,,171473.6796,raw_value,,,,,data from Figure 5a
138083,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179582,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138083,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179583,143,Water depth,9,m,,,2,median,1,range,3,,
138083,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179584,151,Season,10,cat,,,Nov,raw_value,,,,,
138083,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179585,155,Colony area,57,cm^2,,,640.6192726,raw_value,,,,,data from Figure 5c
138083,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179586,216,Colony fecundity,77,mm^3,,,22960.48648,raw_value,,,,,data from Figure 5a
138080,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179567,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138080,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179568,143,Water depth,9,m,,,2,median,1,range,3,,
138080,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179569,151,Season,10,cat,,,Nov,raw_value,,,,,
138080,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179570,155,Colony area,57,cm^2,,,489.1026321,raw_value,,,,,data from Figure 5c
138080,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179571,216,Colony fecundity,77,mm^3,,,14248.51228,raw_value,,,,,data from Figure 5a
138076,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179547,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138076,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179548,143,Water depth,9,m,,,2,median,1,range,3,,
138076,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179549,151,Season,10,cat,,,Nov,raw_value,,,,,
138076,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179550,155,Colony area,57,cm^2,,,316.9567463,raw_value,,,,,data from Figure 5c
138076,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179551,216,Colony fecundity,77,mm^3,,,13160.33671,raw_value,,,,,data from Figure 5a
138075,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179542,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138075,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179543,143,Water depth,9,m,,,2,median,1,range,3,,
138075,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179544,151,Season,10,cat,,,Nov,raw_value,,,,,
138075,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179545,155,Colony area,57,cm^2,,,276.9491267,raw_value,,,,,data from Figure 5c
138075,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179546,216,Colony fecundity,77,mm^3,,,16450.29159,raw_value,,,,,data from Figure 5a
138074,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179537,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138074,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179538,143,Water depth,9,m,,,2,median,1,range,3,,
138074,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179539,151,Season,10,cat,,,Nov,raw_value,,,,,
138074,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179540,155,Colony area,57,cm^2,,,273.1492422,raw_value,,,,,data from Figure 5c
138074,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179541,216,Colony fecundity,77,mm^3,,,7777.574221,raw_value,,,,,data from Figure 5a
138073,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179532,142,Habitat type,10,cat,,,crest,raw_value,,,,,
138073,1,9,109,Acropora millepora,178,Lizard Island,-14.6689,145.4594,192,,179533,143,Water depth,9,m,,,2,median,1,range,3,,
